table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions_dbscan_e60_ms2	3746243	1965581	52.47	52.47	58.5	85.84	0.0	0.0	0.0	35.0	60.0	135.0	200.0	414.0	262763.0
