name	score	loc	scale	arg
weibull_min	1.138626830867124e-09	1800.0708159999997	18818.72801232047	(np.float64(0.6272704288291824),)
lognorm	2.1151095900055263e-10	1756.4162649769835	8074.001971499825	(np.float64(1.7753408831691855),)
fisk	5.756996654613472e-10	1800.0708052482096	9679.115448297522	(np.float64(0.8667664290687047),)
genpareto	1.4445731485957805e-09	1800.0708159961541	9232.753727443825	(np.float64(0.8726116048201453),)
pareto	1.4454197810784839e-09	-8782.495055398871	10582.56587139887	(np.float64(1.1459910521937187),)
lomax	1.5335509736699379e-09	1799.5752472008292	10915.796319292209	(np.float64(1.1633241284824365),)
expon	1.1903919397839005e-08	1800.070816	27421.94844556662	()
gamma	3.181013515482183e-08	1800.0708159999997	2.758849587231847	(np.float64(6.197451460106864e-05),)
