name	score	loc	scale	arg
weibull_min	3.1031694492366896e-08	0.0025839999999999613	7500.890619527453	(np.float64(0.45076039828849007),)
pareto	3.034618798626714e-09	-474.71560481170684	474.7181888117068	(np.float64(0.45980544427023085),)
genpareto	3.034618984871288e-09	0.002583999999032506	1032.4327804649727	(np.float64(2.174832824905711),)
lomax	3.0346204187506556e-09	0.002583999996778185	474.7183657005655	(np.float64(0.4598054779700101),)
lognorm	1.2377142055516228e-08	-0.13071064561558934	2200.987242865278	(np.float64(2.5066268413763155),)
fisk	1.4229014613964747e-08	0.0025839999963921606	2340.4804440448133	(np.float64(0.6702239985762639),)
expon	1.069896924636481e-07	0.002584	19096.37164572319	()
gamma	1.508595998344145e-07	0.002583999999999984	3.1614324240637677	(np.float64(5.034545292195719e-05),)
