source	n_users	n_sessions_total	n_solo	n_real	pct_solo	n_users_all_solo	pct_users_all_solo	median_real_per_user_having_any
all_hdbscan_e120	111899	4166966	513248	3653718	12.3	21847	19.5	8.0
