table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions_hdbscan_mcs5_ms3_e180	1547750	774240	50.02	50.21	50.22	52.4	14.61	7.78	5.21	923.0	11620.4	30700.0	63285.0	176372.0	682690.0
