table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions_hdbscan_mcs2_ms1_e600	1482980	191592	12.92	12.92	17.29	33.21	11.38	4.63	2.63	371.0	3567.4	5545.0	15637.0	71349.0	6714193.0
