table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions_dbscan_e15_ms2	6200508	4146539	66.87	66.87	76.05	99.27	0.0	0.0	0.0	10.0	14.3	29.0	41.0	82.0	82210.0
