name	score	bootstrap_score	bootstrap_pass	loc	scale	arg
genpareto	4.401070822947443e-07	0.0	False	1.999999228499525	430.79349119196036	(np.float64(1.5780811664242984),)
lomax	4.401125751990931e-07	0.0	False	1.9999999999323057	272.9684992100488	(np.float64(0.6336664027733789),)
pareto	4.4011261579102586e-07	0.0	False	-270.9682887992639	272.96828879926386	(np.float64(0.6336662955752874),)
fisk	5.325289203892765e-07	0.0	False	1.9999999999999996	589.3960131110111	(np.float64(0.8208127263796459),)
lognorm	6.294988066834103e-07	0.0	False	1.800702330238282	637.7857014260785	(np.float64(2.1594458773990226),)
weibull_min	1.4589123939690278e-06	0.0	False	1.9999999999999996	7271.180665955722	(np.float64(0.4527353989268037),)
gamma	1.950260554810154e-06	0.0	False	1.9999999999999998	4.273746073717444	(np.float64(9.884071841007687e-05),)
expon	2.11762424508235e-06	0.0	False	2.0	6735.572278150001	()
