table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions_hdbscan_mcs5_ms2_e0	2101728	1039746	49.47	49.47	49.49	58.29	10.58	5.72	3.86	295.0	8618.2	18186.0	46857.0	165141.0	655352.0
