name	score	bootstrap_score	bootstrap_pass	loc	scale	arg
gamma	-0.3589599669752191	0.5	True	0.0009999999999999998	72357.93200912086	(np.float64(0.18855947331376421),)
expon	-3.000434077479319	0.0	False	0.001	8907.197837720001	()
fisk	-3.000434077479319	0.0	False	0.000999999999999959	919.9345953459042	(np.float64(0.8308844664973856),)
pareto	-3.000434077479319	0.0	False	-435.05296430334505	435.053964303345	(np.float64(0.645539072106784),)
lomax	-3.000434077479319	0.0	False	0.0009993941178818638	435.09618017646454	(np.float64(0.6455944921327558),)
genpareto	-3.000434077479319	0.0	False	0.0009999999833260422	673.9391437571294	(np.float64(1.5490928476066865),)
weibull_min	-1.8243428184236374	0.0	False	0.0009999999999999998	10852.906082855949	(np.float64(0.4613891609696479),)
						
