name	score	loc	scale	arg
lognorm	2.7911410050055276e-07	-0.567780080588775	160.30751927873388	(np.float64(2.0874444752979957),)
fisk	6.086226211476366e-07	0.0009999999999999994	187.2699582391183	(np.float64(0.8264866468156749),)
weibull_min	7.029199052709842e-07	0.0009999999999999998	243.25654049346116	(np.float64(0.4912731429328018),)
lomax	1.1163031135067336e-06	0.0009999999950862555	200.12610087012087	(np.float64(1.0170385616413653),)
pareto	1.1163032191547764e-06	-200.12511266262857	200.12611266262854	(np.float64(1.0170385790793648),)
genpareto	1.1163114466546326e-06	0.0009999999997465539	196.77400236585083	(np.float64(0.9832453205362677),)
expon	8.212622662171949e-06	0.001	644.85582147	()
gamma	2.210634961760049e-05	0.0009999999999999998	4.248531630679354	(np.float64(0.0007446202957365592),)
