name	score	loc	scale	arg
gamma	3.105886601419916e-07	0.0019999999999999996	83266.8685593477	(np.float64(0.17414278542945444),)
lomax	3.277643966875094e-08	0.0019999999968528517	334.17435974147054	(np.float64(0.6312736565207939),)
pareto	3.277644439298911e-08	-334.1721160756946	334.17411607569454	(np.float64(0.6312734882928422),)
genpareto	3.277666249608225e-08	0.001999991399543536	529.3630643463382	(np.float64(1.5841065818140296),)
fisk	4.9798276395583414e-08	0.001999999999999713	727.3024257896316	(np.float64(0.8352714675351887),)
lognorm	7.238503097035827e-08	-0.6437992745866683	813.0937488807332	(np.float64(2.114102227726091),)
weibull_min	2.81575875890917e-07	0.0019999999999999996	9695.137129946132	(np.float64(0.4469679252434381),)
expon	4.297121980559876e-07	0.002	8173.806943209999	()
