table	n_sessions	n_singletons	pct_singletons	pct_lt_1s	pct_lt_5s	pct_lt_60s	pct_gt_1h	pct_gt_4h	pct_gt_8h	median_s	mean_s	p90_s	p95_s	p99_s	max_s
sessions	44925735	18287740	40.71	40.71	45.37	62.77	0.07	0.0	0.0	110.0	229.5	559.0	833.0	1710.0	691196.0
