name	score	loc	scale	arg
fisk	8.908708832521003e-08	0.0005909999999999839	390.0780292866906	(np.float64(0.5089254233680238),)
weibull_min	1.6414957670492162e-07	0.0005909999999999999	21692.861730798686	(np.float64(0.3007683266287128),)
lognorm	1.0721947104416843e-07	0.00034483609885702614	468.94467352339547	(np.float64(3.5840735250664046),)
genpareto	1.1721072957342704e-07	0.0005909999988263817	66.12443321596172	(np.float64(3.7634971136363418),)
pareto	1.1721192024804987e-07	-17.568796794304593	17.56938779430459	(np.float64(0.26570550477761595),)
lomax	1.199008362562923e-07	0.0005909974938355037	16.180872052170457	(np.float64(0.26209028944706936),)
expon	2.405490054404471e-07	0.000591	15894.447536599588	()
gamma	2.990399416871791e-07	0.0005909999999959541	4.348794892322758	(np.float64(7.084300564538085e-05),)
