name	score	bootstrap_score	bootstrap_pass	loc	scale	arg
gamma	1.2529422052601683e-06	0.4	True	0.0009999999999999998	277184.62943538564	(np.float64(0.07239366650130952),)
fisk	8.79913426523647e-07	0.0	False	0.0009999999999999842	133.7024301133156	(np.float64(0.6571382885501433),)
lomax	8.86047201312272e-07	0.0	False	0.0009999999819241948	36.32906371156702	(np.float64(0.4857724225627726),)
pareto	8.860473983398449e-07	0.0	False	-36.32801057349279	36.32901057349279	(np.float64(0.48577259444802223),)
genpareto	8.860490683404745e-07	0.0	False	0.0009999998630016102	74.78455590990066	(np.float64(2.058592588612366),)
lognorm	9.248676758149075e-07	0.0	False	-0.03728339999968421	143.0708101409049	(np.float64(2.7253134306068016),)
weibull_min	1.497626897498258e-06	0.0	False	0.0009999999999999998	10662.903179607187	(np.float64(0.2877397594646655),)
expon	2.0887070888126048e-06	0.0	False	0.001	8148.293028710001	()
